L1-dcache-stores,L1-icache-load-misses,L1-dcache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,branch-misses,cache-misses,ref-cycles,instructions,cycles,CPI
0.4588924543861786,0.194783301254397,0.2875044939522125,0.1806598344933413,0.0060892427511967,0.9442918342044392,0.0947964966512107,0.0068021041175403,0.0063808340102367,0.9501272139268246,0.0267278417719174,0.9938792134365524,449626329,309009374,0.6872581832279666
0.4532129468376609,0.2840379637618637,0.2320748407371232,0.1252260645585575,0.1455341419252424,0.929899607708748,0.1800618238021638,0.0132414293488118,0.0079173231814133,0.9216441150857044,0.1986184673506426,0.9933382864368318,444313676,308041061,0.6932963751491638
0.4932480210765301,0.2986394106325081,0.2326871689687674,0.2900476790705321,0.2670833643376243,0.947481797324878,0.5752189592993303,0.4445855251224379,0.0024466388076061,0.9568544778490446,0.0231814141264491,0.9949242879373298,452157564,309419153,0.6843171001337047
0.4795569696672766,0.1795247892745735,0.1483612722618449,0.0974680769441552,0.0008681201478284,0.953492670076209,0.2029881504379186,0.0087066932704516,0.0060285180219414,0.9239798462011756,0.1746407274343494,0.9940641487884926,450351012,308372947,0.6847391007972243
0.4771792931390005,0.2024789274573571,0.1069984304730235,0.1610127692223379,0.0060892427511967,0.9753298630461984,0.2058217413704276,0.0011790313803736,0.0017028606100938,0.9718458182323072,0.0264222748990703,0.99573844196578,449762775,309614670,0.6883954991606408
0.454681909528415,0.1730238269064843,0.1467349061613959,0.0788074752014029,0.0006944961182627,0.9617989523809252,0.243946419371458,0.0147832396154543,0.0059012928039459,0.9577373752529512,0.1217221008185488,0.99341034084622,442891924,308587022,0.6967546827519031
0.4757362736958078,0.3221576956262029,0.2468129117567369,0.2767852249684879,0.1643475457003249,0.9462399667164184,0.1349819680577022,0.0236713223290404,0.0021138959297716,0.95832270767894,0.0364272750842623,0.9938776904250868,446276819,308990886,0.6923749404962932
0.4610832031825584,0.1972091325413154,0.2013482379697204,0.1229243163259714,0.0015502145496936,0.9449714886122068,0.08887171561051,0.0136949029566479,0.0054217515976551,0.9477181413022148,0.1913033816067261,0.9949453583096652,444970145,308576830,0.693477603986218
0.477434008660512,0.2000597331917435,0.2758144645458118,0.136077163369321,0.0086936031946821,0.9303824144866102,0.0935085007727975,0.007981135497914,0.0039929145340131,0.915300634404054,0.0580299270343346,0.9951709482418616,456432806,309237748,0.6775099071209181
0.480762722634015,0.2832614322691976,0.391759303396434,0.1865238121335014,0.1469479375945631,0.92412254524272,0.1200412158681092,0.061128242336296,0.0080054021784871,0.8977498992953896,0.3079327012111559,0.9931138326220592,452681002,308371706,0.6812119453601457
0.485906008314258,0.2153779783633105,0.1434842661981913,0.1775360333205458,0.1620532281667782,0.9560866461948953,0.0929933024214322,0.0007255577725376,0.0013113984008768,0.9452863943942452,0.0532612318974776,0.9948133844532132,452132218,308790014,0.6829639687388966
0.4883215863057683,0.1925399880533616,0.1518891337194441,0.0891105387186934,0.0013517870873328,0.9366918538032424,0.1326635754765584,0.0205877017957554,0.0040418473101652,0.9367401490736156,0.1868356235416126,0.9939228956162148,451148183,308642119,0.6841258163728435
0.4689282901551769,0.2174221809252007,0.219508163737127,0.2264207814983284,0.1391100528313118,0.9443772208037288,0.118753219989696,0.1065662978414656,0.0017028606100938,0.9744695967252734,0.1616356161339308,0.995641411396588,444860748,309325776,0.6953316906260293
0.4741844694986363,0.1772350169244043,0.1529495495237892,0.1056886063462487,0.0078378847632512,0.9448434087132728,0.1867594023699124,0.0873390168692182,0.011968957046809,0.93667436565893,0.2539584799437016,0.9941511078302496,441137679,308033683,0.6982710787667721
0.4729317865237026,0.2209165726421981,0.1888241031361596,0.1917575491861675,0.005146712304983,0.9649445030084448,0.1058732612055641,0.000453473607836,0.0034057212201877,0.961003871703866,0.0191905255750213,0.9961997916164126,451056168,309443904,0.6860429497552065
0.4674247057583378,0.22648835202761,0.2192302448301678,0.1582177892256261,0.1763276037403576,0.9340841241383616,0.0960844925296239,0.0125158715762742,0.0032002035603487,0.9285928031824616,0.1712980110374458,0.992937267692006,451269306,308497151,0.6836209485074086
0.4593876792900895,0.2846021105727749,0.298355884749784,0.2677426426261851,0.0068705508842423,0.8856203522684325,0.1424523441524987,0.0809903863595138,0.0279895479590139,0.9064974138720144,0.0555437238416237,0.9947676326974864,454196021,308379362,0.678956546825407
0.4706314790980616,0.1829594477998274,0.3236712634291148,0.1998958732942401,0.25723640151797,0.9219804304229589,0.2465224111282843,0.0342826047524034,0.015864006028518,0.9425430860371482,0.0637801400051853,0.9954855053801268,450639097,309139424,0.6860022267442099
0.4586180971729764,0.2188922811442225,0.2467909432609547,0.2005809174110812,0.0021827020859686,0.9772565056422492,0.1478619268418341,0.0008162524941048,0.0028870337929752,0.9839547253346486,0.1239027371384125,0.995032249798494,443627490,308417647,0.6952176182769918
0.4632833490359384,0.1731764783964956,0.2494989962489665,0.1936482709486491,0.1510281022893568,0.9058947985520956,0.1200412158681092,0.0143297660076183,0.0114502696195965,0.9076834748423226,0.0749287010630023,0.9934652613766178,453398088,308617768,0.6806772594947511
0.4742618017500673,0.1838819937611999,0.2842981396868548,0.096783032827314,0.000768906416648,0.90122031203931,0.1555899021123132,0.0396335933248684,0.0092678678032119,0.8926837365763343,0.1461026334308678,0.9947488345599994,461395178,309077130,0.6698750761543503
0.4855289836469281,0.2882557908010885,0.3137575438245338,0.3205732449169726,0.1877743879752957,0.9249337179359708,0.1772282328696548,0.004897514964629,0.0020356034879282,0.95390906044768,0.0438534760546686,0.9947877389053053,452918976,309184733,0.6826491036666126
0.4674891400883961,0.1856043007898055,0.3144706481717504,0.0708883652107195,0.0003720514919264,0.8936721939685544,0.1470891293147861,0.0483402865953201,0.0130944108983079,0.8786161632929106,0.2237305085373532,0.9931116402224895,458998241,308479804,0.6720718653037279
0.4637687162428002,0.2217827039224795,0.2933707797386307,0.2100071244588151,0.0019594711908128,0.8960251964966279,0.2395672333848532,0.000906947215672,0.0190739961440972,0.8911250895424245,0.1331299307381755,0.995484461380332,456699188,308811902,0.6761822882855663
0.4707912106414632,0.1915112497511116,0.3572687650183437,0.3198059955061106,0.1914080908797777,0.910115991104894,0.1671818650180319,0.0052602938508978,0.0037188909875612,0.9382811605538012,0.084993888662543,0.9934288442072944,450245022,308387817,0.6849333183743673
0.4560516872038119,0.44578880998208,0.2392756254657408,0.2046637803474543,0.0015502145496936,0.9338829785252702,0.1846986089644513,0.0378196988935243,0.0152278799385404,0.9062298013424854,0.2361337456942849,0.9919634553890074,453545866,307109885,0.6771308218692925
0.4726032027639288,0.2745503418065972,0.2885683968193802,0.2683180796843317,0.1771089118734032,0.8996266198740461,0.1499227202472952,0.0149646290585887,0.0364647047885614,0.9044276157095272,0.0432562317122856,0.9946878465484392,458004917,309259813,0.6752325172089801
0.4594303714098336,0.1729840047786553,0.4497345124720032,0.0843700334301529,0.0017734454448495,0.8778200858507814,0.1398763523956723,0.0378196988935243,0.039821493232597,0.8868262133750837,0.2048918478462165,0.9936772731703026,457113751,308379651,0.6746234396260812
0.4883961547169053,0.2859129222804805,0.3220211853014723,0.2731681920315668,0.0023563261155343,0.9305402937356322,0.1772282328696548,0.001813894431344,0.0128008142413951,0.924786882731126,0.2039149598133264,0.9953302503282444,458481832,309193798,0.6743861510307348
0.4734402225842198,0.2394670471892214,0.27208539956335,0.1580259768729106,0.415197063273557,0.885420639316403,0.1800618238021638,0.0316524578269544,0.0184868028302717,0.8994546694887284,0.2239944072002666,0.9933179775702292,456512758,308522858,0.675825270145024
0.4661812724355887,0.2032089998008893,0.2380900241060652,0.1223488792678248,0.0010417441773941,0.9283076347367584,0.1239052035033488,0.0071648830038091,0.011323044401601,0.9237788568746046,0.2098874032371569,0.9944271229525498,453007060,308234613,0.6804190049488412
0.456643701794825,0.1957058472157695,0.4373502088576277,0.3394256590124404,0.4949649031425949,0.8533009513729048,0.5984028851107678,0.435334663522583,0.0348694962860022,0.9086794637336032,0.0548307344716471,0.9957355556134054,457408144,309250873,0.6760939372343139
0.4641771934126777,0.1958850467910002,0.201248856679277,0.1113881733983668,0.0006076841034799,0.9530170266036564,0.2782071097372488,0.0586794848539814,0.005372818821503,0.9514353241260812,0.1920719285899477,0.9930074367605876,446004534,308419544,0.6915166113535518
0.4585678874076322,0.2096834140837591,0.2971919031796085,0.2154326738641968,0.0029268050698216,0.929605625658845,0.0955692941782586,0.0173226918193361,0.0150517219443927,0.9428658446632434,0.0241721915626504,0.9956974066326572,451003239,309402173,0.6860309333609907
0.4527577423412097,0.1816320435388597,0.2653738497487397,0.1565736833452074,0.1519706327355706,0.9187999228655284,0.532715095311695,0.0419009613640486,0.0380403401806598,0.9265523976095148,0.1767658061409681,0.9933921936733108,447042648,308564925,0.6902359906386382
0.4687222919252508,0.3190382956129289,0.456249043237138,0.3179152737436291,0.0052459260361634,0.9444239255543468,0.0955692941782586,0.0104298929802285,0.0654426948258482,0.919080801348364,0.0712109707766954,0.9940743492806082,452922302,309047246,0.6823405353088574
0.4751822158448348,0.2312769628990509,0.1104070343820907,0.1420781498328492,0.1934171689361807,0.9264563501125642,0.1151468315301391,0.0255759114819517,0.0070854659868272,0.9636802769285806,0.0683034556835438,0.9951040462785212,445156732,309129977,0.6944295228584795
0.4720080926717862,0.2226720647773279,0.1631582746431601,0.2217624815038088,0.0025671552942927,0.9320116366462092,0.2946934569809377,0.0990386359513876,0.0056859885888766,0.9246343211949402,0.2759685543909033,0.9944276756583238,450957469,308580674,0.6842788848453467
0.4662758694760575,0.2057542974712948,0.2562356529158993,0.1999506768235874,0.0085819877471041,0.8987908054105305,0.0754765584750128,0.0348267730818066,0.0352218122742975,0.9270727864090904,0.0375013889403311,0.9962951210800562,455179540,309476515,0.6798998808250476
0.4709505368216216,0.2286188358664631,0.0958750487752912,0.2428344385378418,0.1956246744549445,0.941103303745062,0.2053065430190623,0.0141483765644839,0.0057251348097982,0.988517854878428,0.1837429164043112,0.9942742691001956,440419054,308868269,0.7013054185434947
0.4590150951928323,0.2276266011813897,0.113279676735328,0.2316819203156683,0.0059032170052335,0.9615468040340298,0.0651725914477073,0.0889715218574279,0.0052455936035075,0.9785722423662546,0.0380662246749879,0.9962518380767864,441109121,308599639,0.6995993152451726
0.4668293377077677,0.1961173425366695,0.154866736663641,0.1396119910122212,0.1858273185008805,0.9493806462963276,0.0814013395157135,0.0483402865953201,0.0045507481821473,0.9568460799663188,0.0952396385051298,0.9954037601961702,444851624,309203092,0.6950701656874249
0.4779695856327179,0.2571414349240061,0.2757639021348844,0.3525511042911163,0.002145496936776,0.9352448661307178,0.0672333848531684,0.0136042082350807,0.0083577181667824,0.9138217672560394,0.4114550538908848,0.9943064857056376,447615042,308124097,0.688368504381048
0.4760905611703176,0.2674918696489016,0.1826526993527662,0.2259275497342028,0.0080859190912022,0.9450838092394604,0.0613086038124678,0.001360420823508,0.0046975465106037,0.949466580485728,0.0368532167858068,0.9962332118922064,453267671,309669370,0.6831931545367153
0.4791384505443301,0.238109776332382,0.1624524931278709,0.1821121280210445,0.2062157402584517,0.9315683713136556,0.0736733642452344,0.0102485035370941,0.0070658928763664,0.905694016424579,0.2210359642949738,0.9942904326734942,455995486,308797554,0.6771943220508109
0.4666893399840666,0.2193502356142563,0.289476776684661,0.2461500520633529,0.0026043604434853,0.9134116846117016,0.127253992787223,0.0360058044621802,0.0118123721631223,0.9006762814959093,0.2239064409792955,0.9938444912316023,454928780,308194902,0.6774574736731319
0.492863036549153,0.2752903696820867,0.2913971021810532,0.2344769003123801,0.0094749113277277,0.9474915394200988,0.0695517774343122,0.0094322510429892,0.004403949853691,0.9440684214695788,0.0391357087299529,0.996637989036295,454898290,309457591,0.6802786420674388
0.479034953938114,0.2184741488020176,0.1887376239781598,0.239190003836247,0.2566659225636828,0.9301400082349358,0.4734672849046883,0.0191365862506802,0.0053140994901204,0.9173819096729332,0.2476712100448164,0.995043678525663,450828987,308636619,0.6845979914774203
0.4844984950060446,0.2066370213048384,0.2218936634140507,0.213870773277799,0.0017486420120544,0.9000211747304949,0.0935085007727975,0.0016325049882096,0.0063710474550063,0.9047982422671594,0.173506426163932,0.9955304219360176,459852068,309175141,0.6723360891790097
0.4827708368637555,0.2801718988517953,0.4239550057309877,0.3777059242615224,0.2435821117642681,0.8964856537619244,0.2421432251416795,0.0028115363685833,0.0073497029780487,0.916418392594859,0.1051566724693507,0.9946610771654576,454138628,308641004,0.6796184798444408
0.4786666261549098,0.2630716134598791,0.1170059520675318,0.0774647887323943,0.0019470694744152,0.9403365435447302,0.1200412158681092,0.0470705604933792,0.0064297667863888,0.9111873514449536,0.2407311381903033,0.9934651078472362,447758603,308148111,0.6882014302693364
0.4806965931485763,0.2728413088206013,0.1580992439001681,0.2633035567490546,0.0015254111168985,0.913914262112218,0.1318907779495105,0.0302920370034463,0.0071833315391315,0.9150593352403992,0.3204748324012,0.99416257340447,454752392,308534686,0.6784674284901837
0.4834346007488054,0.2492466980819008,0.1970570584602595,0.2229955609141228,0.0085199791651164,0.916802793345232,0.1239052035033488,0.0011790313803736,0.0028576741272839,0.9298247725783376,0.0868180302974184,0.996142488310012,457168649,309439198,0.6768600573920807
0.4839644289331995,0.2388133005906949,0.2610436151356659,0.3024332767030196,0.4521417764218567,0.8960266291576899,1.0,0.0236713223290404,0.0037971834294046,0.944147641496626,0.2332216008000296,0.9926230974477822,444223397,308355431,0.6941449574300563
0.4852586063637497,0.2493794385079976,0.105988925785888,0.169726530388557,0.0013517870873328,0.9408253674990524,0.0989180834621329,0.0998548884454924,0.0025347178046799,0.952078322013454,0.1750435201303752,0.9957244093802988,450383366,308719934,0.6854603373606831
0.4788738404745654,0.2266011813897922,0.144420891272335,0.3917630295391023,0.0153533249001661,0.890116615745117,0.1808346213292117,0.0146018501723199,0.004589894403069,0.9196283433020866,0.1173376791733027,0.9942582836209802,451797078,308374196,0.682550222248228
0.4944051120284891,0.2174752770956394,0.2868593873300362,0.2370800679563763,0.2871741449016544,0.8748716693853797,0.2130345182895414,0.0067114093959731,0.0057544944754895,0.908940637886376,0.0770121115596874,0.9956991998558348,459609528,309260100,0.672875737249729
0.482010449122021,0.2213944381761465,0.1386498023009732,0.12163643338631,0.0011657613413696,0.9118535224407732,0.1950025759917568,0.0328314892073281,0.0064199802311584,0.9041124151778852,0.2803714952405645,0.9941717728850172,453916635,308209397,0.6790000040425925
0.4791846066772429,0.2382060131413022,0.2086327122060798,0.2403956814818874,0.0023315226827392,0.9184494939697864,0.1589386913961875,0.001813894431344,0.0050205028332077,0.9230233273587064,0.1757518796992481,0.9958206415967064,456971452,309573160,0.6774452947664661
0.4794796374158455,0.2682816751841773,0.3714496033989098,0.3164629802159259,0.2096634174169705,0.882450159870648,0.1357547655847501,0.0034463994195537,0.0183204313913545,0.9099780563324372,0.0760305937256935,0.9960382295775324,457321630,309098338,0.6758882976954316
0.4875461632728335,0.2356009822791531,0.1273063869391364,0.0829999451964706,0.2714983753751519,0.936974947629075,0.237506439979392,0.0316524578269544,0.0032589228917313,0.9303297652595828,0.2539168117337679,0.9947467772662854,450543474,308926696,0.6856756646751474
0.4835942585897991,0.2621192009026349,0.262605121867615,0.2867046637803474,0.001897462608825,0.9020137197353932,0.0958268933539412,0.0254852167603845,0.0053826053767334,0.8915080329947214,0.3314752398236971,0.9940830206200828,459207991,307821536,0.6703314010927132
0.4810936464452379,0.3188391849737838,0.3333632058381801,0.2502055132350523,0.0090904581194037,0.8681504832795561,0.184183410613086,0.0769091238889896,0.0362885467944138,0.896437310225346,0.0578030667802511,0.996642294000156,460862035,309281043,0.6710924734774475
0.5076537094578486,0.3769064843698148,0.3285015428509458,0.4013810489395517,0.218208200014882,0.8791839791817155,0.1362699639361154,0.0116089243606022,0.0043550170775388,0.8864712628652063,0.0647385088336605,0.9954177804993012,462097576,308998345,0.6686863577055423
0.5267224570554956,0.2217627928585651,0.2082289103312256,0.0632432728667726,0.1783862886623508,0.8379849450244972,0.1063884595569294,0.0215853437329947,0.0273436353138058,0.8205154116544136,0.2157302122300826,0.9938379078917178,480715708,308484677,0.6417195691054889
0.5261017906534329,0.2100418132342205,0.27147063038773,0.1518057762919932,0.0008185132822382,0.8021830316196892,0.1097372488408037,0.0457101396698712,0.0908975249801822,0.7847188766768123,0.3659950368532167,0.992853710861346,484926392,307927130,0.634997671976575
0.5170197008931499,0.363798367292759,0.3182879358436233,0.3943661971830985,0.0035096857405064,0.8832851147375265,0.1352395672333848,0.001813894431344,0.0602362474432624,0.8611104968215413,0.2477221378569576,0.9959216946356976,467775113,308867834,0.6602912925810143
0.5284225320716489,0.317432136457158,0.3072144191442538,0.245519811475859,0.0136294863209068,0.8364204791448961,0.1298299845440494,0.0011790313803736,0.0324228574783961,0.8408889550766461,0.0571919330345568,0.994378085668056,481308658,308874239,0.641738381111773
0.5081714320217541,0.3361120329196256,0.390934613038895,0.275469940264153,0.4822159386859141,0.8346133204814086,0.2557959814528593,0.0263921639760565,0.0621152660475039,0.8124587628966984,0.1445794288677358,0.9942645967491528,472044069,307897734,0.6522648079283462
0.5230327855395729,0.252074069157762,0.2046449071621829,0.0932208034197402,0.0010045390282015,0.8224279650854769,0.2282328696548171,0.0326500997641937,0.0436773959933842,0.8301315472343112,0.3928478832549353,0.9930222124282758,467470172,308168452,0.6592259152740124
0.5103570769263908,0.3764120262826043,0.1949125148243758,0.2154326738641968,0.0020214797728005,0.864813815666378,0.2130345182895414,0.580174133865409,0.0207670701989606,0.8345124427229407,0.4479193673839772,0.9918511087287036,465678595,307108355,0.659485658772871
0.5146014327637531,0.2628658657994292,0.2984810703051145,0.3254233572642078,0.0048118659622491,0.8328992847869447,0.1800618238021638,0.0107019771449301,0.0607255752047836,0.8513048490214647,0.1668209933701248,0.9946656830469068,476190419,308771968,0.6484212106753874
0.5214091767715585,0.3344461405721112,0.3263521173271105,0.3924206718912698,0.0093632958801498,0.8846131915419129,0.3183925811437403,0.0029929258117177,0.0451551658331783,0.8965042133577281,0.0364504240897811,0.9958681313050334,469453804,309238547,0.6587198662895487
0.510515481826451,0.2732859892480255,0.1385971476523523,0.2878281361319669,0.3732916635662375,0.8696559235234065,0.2854198866563627,0.0125158715762742,0.0210117340797212,0.8870983047754,0.0967998814770917,0.9933886010857808,465073267,308455734,0.663241161956531
0.5200901432039626,0.2191179398685869,0.1955499499083425,0.1603551268701704,0.2008581987747104,0.8179529049925087,0.1695002575991757,0.0390894249954652,0.0410056664154784,0.8243560433543495,0.0983693840512611,0.9917500679720632,475529843,308284659,0.6482971858403427
0.536477689332227,0.2456262029601115,0.1867043176463163,0.0958787745930837,0.2854875114715877,0.7716295287490662,0.2537351880473982,0.1123707600217667,0.0385883872735635,0.8181970361632425,0.4426182451201896,0.9916620096599336,473860957,307958588,0.6498923016356463
0.4984903443673147,0.3563483108780779,0.1996873499473279,0.1878116950731627,0.0022571123843539,0.8998561321761636,0.1640906749098402,0.0325594050426265,0.0126931621338605,0.8939778503043811,0.3608883662357865,0.9933217114047906,461444492,308239402,0.6679880404770332
0.5131813900462061,0.2623979557974381,0.2670985510207853,0.2608647996931002,0.0034600788749162,0.8541293159988985,0.142194744976816,0.0034463994195537,0.0756207122654896,0.8620297850505929,0.1920626689877403,0.9964466054503262,475286723,308915207,0.6499554732985883
0.5292800595869227,0.3939271255060728,0.4373202201173536,0.4347289965473776,0.007924696778034,0.8509531064246538,0.2143225141679546,0.0038998730273898,0.0693475303627876,0.8677064738438145,0.0512518982184525,0.99574272236494,473519131,309258536,0.6531067400527055
0.511661701673253,0.2989380765912258,0.1434211503611027,0.2917191867156244,0.2172160627030781,0.8681089361087608,0.1754250386398763,0.0149646290585887,0.0058034272516416,0.9032071234200432,0.0475295381310418,0.9961815584670498,465176563,309455498,0.6652430982426774
0.5196468784975823,0.3425167584787947,0.2725017548643654,0.1812626733161615,0.3500508470372299,0.8220167913607099,0.1996393611540443,0.0101578088155269,0.0542468756422426,0.8363717339584342,0.1050733360494833,0.9927692512779216,472282608,308102703,0.6523693605926729
0.5325256925211828,0.2679896462467644,0.3401922696699111,0.3913794048336713,0.4428776942728873,0.8029348921449773,0.3240597630087584,0.0341012153092689,0.0918566073927638,0.8472775043955918,0.0929247379532575,0.9932657714392988,475040681,307916078,0.6481888611135601
0.5286463110074675,0.2312570518351364,0.2011306452495917,0.1075793281087302,0.0006944961182627,0.8836556008881353,0.2138073158165894,0.0493379285325594,0.0503322535500729,0.8437523531567221,0.3874819437756954,0.9931185858917148,474910730,308370519,0.6493231243690788
0.546212155955548,0.2662706577288113,0.350470038633169,0.1319668986682742,0.0008557184314309,0.7842753414102943,0.2429160226687274,0.0436241610738255,0.1217838932874017,0.7832293722106782,0.2350318530315937,0.9939621377261602,489344938,308146819,0.6297128979394899
0.512998626500353,0.3218192075396562,0.1060569235109282,0.2180632432728667,0.0039685492472158,0.9256408794361276,0.187017001545595,0.1077453292218392,0.0177136649670682,0.8768542874970362,0.5078752916774695,0.9940280386779324,455843423,307423747,0.6744064551305372
0.5261040938536781,0.3186599853985531,0.2651555596160465,0.4542664547596865,0.0031748393977726,0.8397267743435619,0.1476043276661514,0.001360420823508,0.0573883598712089,0.8465662037287158,0.3694951664876477,0.997136732303118,473446193,309090578,0.6528525998729491
0.5431684307675788,0.3062321630052432,0.3294559519454846,0.4142050748068175,0.0014758042513083,0.8295448521765989,0.3526532715095312,0.0016325049882096,0.0998130767950989,0.8236094715800253,0.3482304900181488,0.9970453884622216,486673418,308888123,0.6346928177614172
0.5411292509729317,0.3418995154974447,0.3329032622518824,0.3322463966679454,0.0012029664905622,0.8519215853025022,0.1084492529623905,0.0007255577725376,0.0675174445346982,0.8070160951021028,0.3118171043371976,0.996403340870582,478479155,308727239,0.645226099766039
0.5214314533243296,0.2978529236078848,0.1992253141233367,0.3414533895982901,0.0020958900711858,0.865052210467079,0.1561051004636785,0.0038998730273898,0.0100605787768763,0.8812990068943818,0.4035149449979628,0.994566969795692,471182815,308350302,0.6544175470406322
0.5304529597053644,0.2746498971261698,0.2843371947904676,0.3658409601578341,0.0016742317136691,0.8295551673362447,0.1349819680577022,0.0098857246508253,0.0726945322515927,0.8254379705788575,0.3766019111818956,0.9945227594749568,479780039,308395689,0.6427855765796042
0.5371077712168919,0.370677639875224,0.361488808446224,0.4959171370636269,0.0022447106679564,0.8886856738764857,0.1973209685729005,0.0031743152548521,0.0654524813810786,0.8580769016515555,0.2420691507092855,0.9955637193883063,475088123,308883754,0.6501609681368524
0.5782199324440045,0.3178303577354483,0.2101154113182387,0.4014358524688989,0.0039561475308182,0.7800475586166111,0.098145285935085,0.0029929258117177,0.0822755698221782,0.7531257619329015,0.3124606466906182,0.9937275325486742,505287198,307876411,0.6093097395275785
0.5876935478203609,0.3159388066635694,0.2656458406489005,0.1282950622020058,0.0009301287298162,0.7211677677622035,0.1063884595569294,0.000906947215672,0.065922236032139,0.7288698773265283,0.4545168339568132,0.994649605450062,514626721,308465698,0.5993969714604073
0.5315688510113381,0.4031559036304506,0.2584272718998878,0.1397489998355894,0.0013145819381402,0.8515361994768496,0.08887171561051,0.0081625249410484,0.0092776543584423,0.855525065020607,0.3363504203859402,0.994071751563471,467896438,308269653,0.6588416323870369
